P31	P1454	0.34016793966293335
P1454	P31	0.34016793966293335
P31	P360	0.3378050625324249
P360	P31	0.3378050625324249
P31	P122	0.32075735926628113
P122	P31	0.32075735926628113
P31	P452	0.31450942158699036
P452	P31	0.31450942158699036
P31	P2670	0.3048609793186188
P2670	P31	0.3048609793186188
P31	P1435	0.3027679920196533
P1435	P31	0.3027679920196533
P31	P1056	0.2978329658508301
P1056	P31	0.2978329658508301
P31	P136	0.29402902722358704
P136	P31	0.29402902722358704
P31	P366	0.2933626174926758
P366	P31	0.2933626174926758
P1412	P103	0.36859411001205444
P103	P1412	0.36859411001205444
P1412	P937	0.3102770149707794
P937	P1412	0.3102770149707794
P1412	P512	0.30390846729278564
P512	P1412	0.30390846729278564
P1412	P97	0.3028032183647156
P97	P1412	0.3028032183647156
P1412	P364	0.3003668487071991
P364	P1412	0.3003668487071991
P1412	P27	0.29399093985557556
P27	P1412	0.29399093985557556
P1412	P410	0.2937222421169281
P410	P1412	0.2937222421169281
P1412	P551	0.2929222583770752
P551	P1412	0.2929222583770752
P1412	P106	0.29280325770378113
P106	P1412	0.29280325770378113
P57	P344	0.3223174810409546
P344	P57	0.3223174810409546
P57	P58	0.3177573084831238
P58	P57	0.3177573084831238
P57	P1040	0.3145185708999634
P1040	P57	0.3145185708999634
P57	P1431	0.31227409839630127
P1431	P57	0.31227409839630127
P57	P162	0.31070661544799805
P162	P57	0.31070661544799805
P57	P3092	0.30891504883766174
P3092	P57	0.30891504883766174
P57	P161	0.30160772800445557
P161	P57	0.30160772800445557
P57	P2554	0.3009641766548157
P2554	P57	0.3009641766548157
P57	P3275	0.2936552166938782
P3275	P57	0.2936552166938782
P27	P17	0.3172221779823303
P17	P27	0.3172221779823303
P27	P551	0.3159690797328949
P551	P27	0.3159690797328949
P27	P19	0.31311100721359253
P19	P27	0.31311100721359253
P27	P495	0.31254202127456665
P495	P27	0.31254202127456665
P27	P945	0.31225067377090454
P945	P27	0.31225067377090454
P27	P937	0.3114098906517029
P937	P27	0.3114098906517029
P27	P2348	0.3078227937221527
P2348	P27	0.3078227937221527
P27	P20	0.3028402328491211
P20	P27	0.3028402328491211
P27	P2596	0.3018398880958557
P2596	P27	0.3018398880958557
P54	P647	0.3956599235534668
P647	P54	0.3956599235534668
P54	P1923	0.35264497995376587
P1923	P54	0.35264497995376587
P54	P466	0.3236646354198456
P466	P54	0.3236646354198456
P54	P831	0.3036172688007355
P831	P54	0.3036172688007355
P54	P2882	0.2894984483718872
P2882	P54	0.2894984483718872
P54	P413	0.28560885787010193
P413	P54	0.28560885787010193
P54	P1830	0.2754482924938202
P1830	P54	0.2754482924938202
P54	P2881	0.25244438648223877
P2881	P54	0.25244438648223877
P54	P2358	0.22367608547210693
P2358	P54	0.22367608547210693
P131	P1376	0.3376687169075012
P1376	P131	0.3376687169075012
P131	P1001	0.3055103123188019
P1001	P131	0.3055103123188019
P131	P17	0.3036685287952423
P17	P131	0.3036685287952423
P131	P1302	0.3018878102302551
P1302	P131	0.3018878102302551
P131	P2541	0.2981414496898651
P2541	P131	0.2981414496898651
P131	P609	0.2870594263076782
P609	P131	0.2870594263076782
P131	P127	0.2805509865283966
P127	P131	0.2805509865283966
P131	P183	0.2681661546230316
P183	P131	0.2681661546230316
P131	P501	0.2663705348968506
P501	P131	0.2663705348968506
P19	P551	0.3324514627456665
P551	P19	0.3324514627456665
P19	P937	0.3305988013744354
P937	P19	0.3305988013744354
P19	P20	0.32467326521873474
P20	P19	0.32467326521873474
P19	P27	0.30947744846343994
P27	P19	0.30947744846343994
P19	P740	0.30938419699668884
P740	P19	0.30938419699668884
P19	P66	0.3022232949733734
P66	P19	0.3022232949733734
P19	P119	0.29915353655815125
P119	P19	0.29915353655815125
P19	P1321	0.296825647354126
P1321	P19	0.296825647354126
P19	P945	0.29259946942329407
P945	P19	0.29259946942329407
P156	P155	0.3435536026954651
P155	P156	0.3435536026954651
P156	P1464	0.26639705896377563
P1464	P156	0.26639705896377563
P156	P3261	0.24138455092906952
P3261	P156	0.24138455092906952
P156	P1593	0.23533445596694946
P1593	P156	0.23533445596694946
P156	P1830	0.23494713008403778
